Date,Open,High,Low,Close,Volume
2012-04-02,319.19,322.54,316.23,322.25,4585400
2012-04-03,321.5,322.77,318.13,320.11,4105000
2012-04-04,318.03,318.31,314.37,316.39,3267300
2012-04-05,314.94,317.03,313.11,314.98,4654700
2012-04-09,313.07,316.48,311.48,314.24,4381600
2012-04-10,315.58,316.07,311.11,312.26,4982500
2012-04-11,315.8,316.81,314.47,316.79,4414300
2012-04-12,319.98,325.35,318.93,324.29,11556300
2012-04-13,322.57,323.28,310.61,311.13,16379700
2012-04-16,310.34,310.74,299.71,301.9,11426700
2012-04-17,303.14,307.69,302.37,303.65,6070400
2012-04-18,302.89,305.26,300.28,302.59,5358900
2012-04-19,301.71,306.98,298.38,298.53,6613800
2012-04-20,301.0,303.29,296.8,296.92,6139700
2012-04-23,295.34,298.11,294.0,297.68,4411900
2012-04-24,298.0,302.18,297.54,299.51,3872600
2012-04-25,300.87,304.53,300.31,303.72,3655800
2012-04-26,304.31,307.85,303.71,306.58,4200600
2012-04-27,306.36,307.22,304.16,306.34,3284900
2012-04-30,305.35,306.89,299.18,301.29,4832600
2012-05-01,300.77,304.66,298.97,301.09,4019600
2012-05-02,299.48,302.92,299.18,302.5,3235000
2012-05-03,303.67,306.27,303.34,304.37,3749900
2012-05-04,301.83,302.81,297.29,297.37,4431300
2012-05-07,296.39,304.14,296.39,302.64,4003800
2012-05-08,301.63,307.3,299.23,305.25,5374600
2012-05-09,302.28,307.04,299.78,303.44,4675000
2012-05-10,305.34,306.94,303.98,305.68,3083200
2012-05-11,304.04,306.13,301.26,301.48,4214400
2012-05-14,299.27,303.11,299.17,300.87,3662400
2012-05-15,301.54,306.35,300.75,304.42,4219900
2012-05-16,307.83,313.87,306.82,313.29,9706300
2012-05-17,315.73,317.73,309.46,310.36,6732700
2012-05-18,311.38,315.03,297.24,299.08,11991700
2012-05-21,299.13,306.7,298.88,305.91,6173800
2012-05-22,305.57,305.76,296.89,299.28,6126600
2012-05-23,299.7,303.66,297.45,303.59,6379900
2012-05-24,303.44,304.82,298.32,300.7,3796600
2012-05-25,299.38,299.74,293.04,294.66,7190500
2012-05-29,296.79,298.45,293.06,296.06,5230900
2012-05-30,292.98,294.84,290.68,293.02,3827600
2012-05-31,293.26,293.9,288.42,289.35,5958800
2012-06-01,284.83,285.26,283.11,284.43,6138700
2012-06-04,284.05,289.16,283.94,288.22,4883500
2012-06-05,286.65,287.99,282.18,284.14,4697200
2012-06-06,287.16,289.9,285.73,289.2,4207200
2012-06-07,292.7,292.85,287.55,288.04,3530100
2012-06-08,286.85,289.42,286.22,289.14,2831300
2012-06-11,291.01,291.57,282.29,283.19,5342100
2012-06-12,283.82,284.09,278.25,281.49,6472500
2012-06-13,279.81,282.44,278.3,279.5,3923000
2012-06-14,279.6,281.48,277.22,278.48,4707200
2012-06-15,279.12,281.21,277.5,281.2,6024800
2012-06-18,280.26,286.03,278.58,284.36,5012400
2012-06-19,285.72,291.05,285.49,289.68,4167900
2012-06-20,288.82,288.92,285.68,287.68,4710800
2012-06-21,288.84,288.84,280.81,281.55,4037600
2012-06-22,282.94,284.67,281.85,284.68,4472400
2012-06-25,282.61,282.98,277.63,279.3,3174900
2012-06-26,280.33,282.24,278.7,281.28,2710500
2012-06-27,282.79,285.92,281.95,283.59,3397200
2012-06-28,281.89,282.06,277.56,281.1,3856100
2012-06-29,286.41,288.98,285.03,288.95,5057800
2012-07-02,289.82,290.41,287.17,289.15,3323300
2012-07-03,288.92,293.11,287.92,292.82,2387800
2012-07-05,293.28,298.91,293.17,296.85,4709200
2012-07-06,295.12,295.65,290.32,291.9,4339700
2012-07-09,291.38,293.2,289.54,291.91,3443000
2012-07-10,293.99,295.11,288.29,289.77,3860500
2012-07-11,287.07,287.85,281.42,284.53,7024700
2012-07-12,282.5,284.9,280.0,284.18,4636800
2012-07-13,285.01,288.49,283.21,287.18,3966700
2012-07-16,287.11,288.51,284.82,286.39,2936100
2012-07-17,288.14,289.25,283.14,287.29,3372700
2012-07-18,287.41,290.76,286.99,289.3,3107900
2012-07-19,291.98,298.12,291.91,295.42,9384300
2012-07-20,303.24,305.33,297.97,304.27,12975800
2012-07-23,299.12,308.02,298.01,306.6,7150000
2012-07-24,306.35,307.81,301.04,302.65,4033800
2012-07-25,303.02,305.54,301.55,302.86,3659600
2012-07-26,306.35,307.28,303.88,305.53,3382900
2012-07-27,308.29,316.31,307.6,316.29,7125900
2012-07-30,316.84,320.1,313.57,314.97,4389700
2012-07-31,312.96,317.06,312.94,315.3,3745100
2012-08-01,317.46,318.56,314.51,315.16,3702900
2012-08-02,311.59,317.82,310.54,313.2,3970100
2012-08-03,318.81,320.66,316.88,319.47,3808300
2012-08-06,318.61,323.48,318.42,320.21,3578000
2012-08-07,319.7,320.93,317.05,319.08,3978300
2012-08-08,318.33,321.73,318.06,319.92,2654200
2012-08-09,321.05,321.98,319.56,319.98,2148500
2012-08-10,318.1,319.92,316.88,319.8,2879800
2012-08-13,322.5,328.84,322.13,328.77,6560200
2012-08-14,328.39,335.17,328.27,333.08,7350800
2012-08-15,333.89,335.87,330.81,332.52,4839400
2012-08-16,332.51,336.06,332.29,335.18,3448200
2012-08-17,335.8,337.36,334.6,337.31,4371600
2012-08-20,336.49,338.17,335.07,336.51,3529300
2012-08-21,335.3,337.73,329.85,333.51,4461000
2012-08-22,332.44,339.03,332.11,337.33,3832600
2012-08-23,335.88,338.97,334.25,337.14,3581700
2012-08-24,336.54,338.95,335.78,338.05,2863800
2012-08-27,330.26,334.75,328.39,333.36,5246900
2012-08-28,331.26,337.54,331.13,337.36,4132600
2012-08-29,337.42,343.21,336.81,342.72,6002900
2012-08-30,340.84,342.41,338.82,339.57,3265900
2012-08-31,340.72,343.0,338.75,341.26,4270000
2012-09-04,341.0,341.22,335.49,339.25,3793200
2012-09-05,338.73,341.97,338.3,339.09,3429100
2012-09-06,341.7,348.64,341.09,348.4,6109700
2012-09-07,348.69,354.8,347.53,351.76,6490100
2012-09-10,353.55,355.07,347.89,349.08,5139100
2012-09-11,347.68,349.02,344.21,344.8,3761500
2012-09-12,343.42,346.16,339.17,344.15,5304300
2012-09-13,345.25,353.18,343.98,351.7,5337900
2012-09-14,353.48,355.17,352.18,353.52,5256500
2012-09-17,352.73,355.11,351.18,353.67,3027800
2012-09-18,352.57,357.99,352.07,357.8,4149000
2012-09-19,357.41,362.92,356.87,362.39,6219700
2012-09-20,360.88,364.32,359.26,362.7,5836500
2012-09-21,364.74,366.09,363.7,365.62,12765800
2012-09-24,364.14,373.62,363.76,373.29,7154200
2012-09-25,375.12,381.02,372.43,373.18,12162400
2012-09-26,373.52,379.2,369.12,375.32,11388200
2012-09-27,378.56,380.0,374.42,376.84,7891600
2012-09-28,375.67,378.23,374.17,375.84,5587700
2012-10-01,378.11,381.07,376.69,379.47,6359700
2012-10-02,381.17,381.56,373.73,377.08,5601200
2012-10-03,376.45,380.53,374.7,379.83,4433100
2012-10-04,379.95,383.51,378.28,382.59,4926700
2012-10-05,383.92,385.74,381.08,382.39,5492200
2012-10-08,379.08,380.36,375.67,377.51,3931800
2012-10-09,378.42,379.24,369.88,370.65,6028900
2012-10-10,369.54,372.37,367.77,370.89,4095000
2012-10-11,375.04,377.83,373.74,374.34,4785600
2012-10-12,374.52,376.03,370.66,370.98,4826400
2012-10-15,369.58,370.53,363.99,369.11,6060700
2012-10-16,368.68,372.1,366.85,370.96,4131800
2012-10-17,370.59,376.76,368.75,376.33,4602900
2012-10-18,376.36,378.29,336.74,346.2,24977900
2012-10-19,351.47,352.03,334.75,339.62,23050400
2012-10-22,339.23,341.04,333.6,338.07,8141500
2012-10-23,334.75,342.38,334.75,338.91,5855000
2012-10-24,342.12,342.22,336.37,337.39,5011600
2012-10-25,338.73,339.73,335.5,337.61,4820100
2012-10-26,336.99,340.24,334.35,336.31,3916200
2012-10-31,338.66,339.23,336.24,338.88,3085400
2012-11-01,338.48,344.16,338.09,342.51,4115500
2012-11-02,346.1,346.48,342.4,342.68,4666100
2012-11-05,340.97,342.15,336.52,340.2,3283900
2012-11-06,341.46,341.97,337.51,339.59,3177300
2012-11-07,336.24,337.85,332.0,332.31,4481200
2012-11-08,333.85,334.49,324.4,324.93,5213300
2012-11-09,326.1,332.92,323.94,330.27,6251500
2012-11-12,330.64,333.65,329.2,331.71,2822300
2012-11-13,330.26,332.55,327.89,328.3,3200200
2012-11-14,329.1,329.85,324.04,325.05,3349200
2012-11-15,323.79,328.77,320.75,322.42,3711500
2012-11-16,321.79,325.29,316.81,322.38,6902000
2012-11-19,326.63,333.21,326.54,332.86,4754100
2012-11-20,333.5,337.73,331.04,333.74,4192900
2012-11-21,333.25,333.65,328.97,331.69,4240200
2012-11-23,333.73,333.75,331.81,332.74,1851800
2012-11-26,331.98,332.25,328.28,329.34,4425700
2012-11-27,328.85,336.24,327.77,334.1,5036100
2012-11-28,332.76,341.18,330.71,340.56,6106700
2012-11-29,342.61,345.65,339.73,344.66,5573700
2012-11-30,344.36,348.3,341.56,347.88,6350800
2012-12-03,349.81,351.63,345.76,346.33,4401300
2012-12-04,346.2,346.46,341.57,344.23,3998200
2012-12-05,344.78,345.95,339.89,342.63,3738700
2012-12-06,342.51,346.51,340.98,344.28,2935500
2012-12-07,346.2,347.14,339.94,340.83,3852900
2012-12-10,341.42,344.53,340.62,341.43,2743600
2012-12-11,343.71,349.65,342.58,347.14,5395200
2012-12-12,348.31,350.44,345.45,347.48,4870100
2012-12-13,356.62,356.9,348.47,350.04,6915500
2012-12-14,348.28,352.59,347.91,349.67,4276100
2012-12-17,351.43,359.61,350.7,359.05,6093400
2012-12-18,356.96,363.19,356.19,359.19,6032300
2012-12-19,359.01,360.15,357.0,358.71,3851500
2012-12-20,360.28,360.97,357.15,359.83,3326400
2012-12-21,355.65,358.07,353.93,356.48,7078300
2012-12-24,355.92,356.25,352.41,353.43,1688000
2012-12-26,352.71,355.11,349.89,353.11,2373500
2012-12-27,352.25,353.1,348.0,351.83,3307000
2012-12-28,349.53,352.14,348.7,348.7,2814500
2012-12-31,348.69,353.96,346.7,352.37,4009600
2013-01-02,358.37,362.14,356.94,360.27,5101500
2013-01-03,361.11,364.6,359.01,360.48,4653700
2013-01-04,363.31,369.35,362.48,367.61,5547600
2013-01-07,366.35,368.31,363.93,366.0,3323800
2013-01-08,366.4,366.78,360.86,365.28,3364700
2013-01-09,364.77,367.8,362.94,367.68,4064500
2013-01-10,370.03,371.11,365.38,369.36,3685000
2013-01-11,369.61,369.83,366.78,368.61,2579900
2013-01-14,367.12,369.71,359.83,360.27,5749200
2013-01-15,358.32,366.13,354.72,361.11,7884700
2013-01-16,359.85,360.82,355.5,356.26,4061900
2013-01-17,357.51,358.48,354.18,354.33,4439500
2013-01-18,353.85,355.05,349.36,350.94,6477700
2013-01-22,351.01,351.35,346.46,350.12,7613100
2013-01-23,366.62,373.1,366.52,369.37,11862400
2013-01-24,369.24,377.0,368.87,375.7,6790600
2013-01-25,373.98,377.82,373.72,375.43,4468400
2013-01-28,374.48,376.39,372.55,373.96,3266300
2013-01-29,371.98,377.06,371.88,375.43,3507200
2013-01-30,375.46,379.05,375.05,375.51,3478900
2013-01-31,373.85,377.4,373.72,376.43,3280500
2013-02-01,377.68,386.85,377.63,386.35,7520100
2013-02-04,382.41,383.8,377.72,378.09,6103700
2013-02-05,379.14,384.12,378.32,381.44,3755300
2013-02-06,378.12,385.04,377.83,383.65,4171700
2013-02-07,383.41,387.95,381.32,385.53,5701600
2013-02-08,388.61,391.87,388.32,391.22,6062700
2013-02-11,387.75,390.04,385.43,389.75,4351800
2013-02-12,389.42,392.48,388.23,388.89,3731900
2013-02-13,388.61,391.21,388.53,389.97,2405200
2013-02-14,388.41,392.9,387.43,392.44,3483500
2013-02-15,392.23,395.15,392.07,394.97,5480000
2013-02-19,396.51,401.99,396.16,401.92,5885500
2013-02-20,401.15,402.97,394.42,394.75,5549000
2013-02-21,397.51,401.22,394.13,396.28,7039000
2013-02-22,398.14,399.13,395.42,398.36,4123100
2013-02-25,399.65,402.7,393.77,393.91,4625000
2013-02-26,396.02,396.49,390.74,393.59,4421500
2013-02-27,395.92,400.87,394.08,398.4,4067300
2013-02-28,399.05,401.99,399.02,399.11,4548500
2013-03-01,397.41,402.06,396.59,401.59,4367000
2013-03-04,401.15,409.88,401.0,409.22,5571900
2013-03-05,412.92,418.51,412.9,417.73,8118400
2013-03-06,418.94,420.42,412.86,414.14,5767400
2013-03-07,415.47,416.75,413.24,414.75,4120700
2013-03-08,415.69,415.9,410.98,414.21,5845600
2013-03-11,414.29,418.28,414.2,415.85,3201200
2013-03-12,413.8,414.39,410.3,412.26,4031600
2013-03-13,412.4,413.79,409.62,411.11,3294800
2013-03-14,411.95,411.95,407.17,409.24,3314700
2013-03-15,407.72,408.62,405.15,405.63,6222500
2013-03-18,401.0,404.86,399.24,402.39,3690300
2013-03-19,404.11,408.1,401.72,404.15,4212000
2013-03-20,406.89,407.23,404.2,405.83,2938500
2013-03-21,404.13,406.93,403.41,404.12,2966200
2013-03-22,405.85,406.1,403.31,403.64,2987400
2013-03-25,404.69,408.09,401.9,403.31,3436800
2013-03-26,405.23,405.48,402.39,404.7,2392600
2013-03-27,401.83,401.99,399.17,399.83,4342500
2013-03-28,400.49,401.18,395.17,395.61,4592600
2013-04-01,396.02,399.63,395.14,399.1,3628100
2013-04-02,400.77,405.89,400.5,405.0,4098200
2013-04-03,405.21,405.58,398.84,401.59,3489900
2013-04-04,400.62,401.37,394.17,396.05,4913400
2013-04-05,391.56,392.03,386.75,390.06,6893400
2013-04-08,387.92,388.32,382.77,385.98,5685300
2013-04-09,386.3,390.41,385.11,387.37,4330700
2013-04-10,390.0,394.7,386.55,393.62,3971900
2013-04-11,394.96,395.07,390.57,393.72,4072500
2013-04-12,394.52,394.57,390.0,393.55,3285500
2013-04-15,391.51,397.01,387.06,389.51,4924500
2013-04-16,391.83,396.51,390.5,395.2,3496900
2013-04-17,391.91,393.94,387.6,389.82,4089100
2013-04-18,391.21,391.43,379.21,381.52,6669800
2013-04-19,383.14,400.22,381.7,398.44,11649800
2013-04-22,398.81,400.48,386.05,398.56,5788300
2013-04-23,399.0,406.23,398.69,402.44,4601600
2013-04-24,402.55,407.47,402.49,405.2,3671800
2013-04-25,406.6,406.71,402.31,403.04,3999200
2013-04-26,402.29,402.36,396.8,399.22,4993900
2013-04-29,400.13,409.81,400.0,408.0,4618800
2013-04-30,407.97,412.27,407.31,410.74,4630600
2013-05-01,410.09,410.82,406.66,408.68,2920800
2013-05-02,408.52,415.72,408.0,413.26,4051600
2013-05-03,416.92,421.82,416.44,421.28,5044000
2013-05-06,422.55,429.32,422.55,429.17,4298500
2013-05-07,429.89,430.32,423.75,427.01,3932600
2013-05-08,426.9,435.31,424.86,435.18,4955000
2013-05-09,433.79,438.19,432.49,434.11,4417600
2013-05-10,436.02,438.63,434.45,438.47,3809500
2013-05-13,437.8,439.59,435.06,437.13,2907700
2013-05-14,437.11,442.69,436.93,441.89,3170300
2013-05-15,446.08,456.48,445.34,456.23,8001600
2013-05-16,457.78,458.27,449.32,450.25,6443200
2013-05-17,453.31,455.04,448.58,452.89,5604800
2013-05-20,450.81,458.58,450.81,452.57,4562300
2013-05-21,452.31,454.13,447.13,451.79,3980700
2013-05-22,449.59,452.96,441.78,443.05,5140300
2013-05-23,436.86,443.32,435.37,439.75,4567200
2013-05-24,436.0,437.77,433.88,435.03,4610700
2013-05-28,440.1,444.4,438.56,438.99,4531900
2013-05-29,436.22,437.36,430.53,432.53,4041800
2013-05-30,433.34,437.81,431.59,433.76,4257200
2013-05-31,432.44,436.86,432.14,433.98,3953500
2013-06-03,434.87,435.35,425.91,432.19,4969900
2013-06-04,432.3,433.67,425.44,427.95,3751100
2013-06-05,429.64,433.1,426.96,428.25,4229300
2013-06-06,430.54,431.55,422.03,430.7,5177400
2013-06-07,433.58,438.36,431.04,438.22,5369200
2013-06-10,439.4,443.84,438.4,443.45,4693000
2013-06-11,440.33,441.84,438.12,438.26,3528300
2013-06-12,441.08,441.35,433.2,434.36,4426100
2013-06-13,432.87,438.19,431.13,436.86,4155200
2013-06-14,438.41,440.7,435.43,435.88,4506700
2013-06-17,437.97,443.05,437.5,441.47,4308500
2013-06-18,442.67,448.82,442.52,448.63,4350000
2013-06-19,449.0,453.72,447.07,448.66,5853600
2013-06-20,445.33,448.82,440.01,440.72,6769200
2013-06-21,442.51,443.28,434.9,438.82,7994300
2013-06-24,434.31,436.52,430.01,433.27,6056300
2013-06-25,436.99,438.2,430.64,431.48,5125500
2013-06-26,435.24,437.36,433.66,435.19,3676400
2013-06-27,437.76,440.69,436.69,436.9,3867300
2013-06-28,435.82,439.27,435.46,438.54,4716100
2013-07-01,441.57,444.37,440.85,442.28,3462400
2013-07-02,443.44,443.84,437.0,439.51,3797000
2013-07-03,438.31,442.92,437.61,441.56,2101700
2013-07-05,443.34,446.03,442.01,445.07,3416500
2013-07-08,447.93,451.44,446.87,450.85,3953700
2013-07-09,453.8,454.77,447.31,450.93,3973500
2013-07-10,450.04,453.87,448.51,451.3,3429500
2013-07-11,454.8,458.69,452.56,458.4,5187700
2013-07-12,458.28,459.78,455.91,459.78,5155600
2013-07-15,460.42,462.27,456.47,460.62,3935600
2013-07-16,461.83,462.25,455.24,458.09,3980700
2013-07-17,458.78,461.7,456.44,457.56,3023400
2013-07-18,457.78,458.28,449.91,453.64,7296100
2013-07-19,441.65,449.79,436.17,446.63,14773700
2013-07-22,449.32,454.63,446.83,453.65,5828100
2013-07-23,453.65,454.8,448.11,450.21,4106600
2013-07-24,451.94,453.45,448.67,449.77,4172500
2013-07-25,445.27,446.75,441.39,442.19,6024600
2013-07-26,441.84,443.33,439.35,441.02,3568600
2013-07-29,440.8,445.74,438.8,439.49,3797800
2013-07-30,441.08,446.13,438.79,443.8,3524300
2013-07-31,444.83,446.58,441.44,442.22,4363200
2013-08-01,445.83,450.59,445.83,450.42,4292700
2013-08-02,450.03,451.81,448.73,451.59,3440600
2013-08-05,451.0,451.07,447.92,450.81,2629100
2013-08-06,450.66,453.16,446.19,446.61,3023400
2013-08-07,445.85,447.55,442.88,443.66,2768600
2013-08-08,446.07,446.25,440.99,444.67,2987000
2013-08-09,443.62,446.09,443.34,443.54,2657200
2013-08-12,441.79,441.84,439.18,441.1,2764200
2013-08-13,441.76,442.59,436.46,438.98,2850200
2013-08-14,437.54,438.47,431.96,433.28,4179900
2013-08-15,430.61,430.85,427.4,428.23,3752300
2013-08-16,429.03,429.61,426.67,426.85,3362700
2013-08-19,427.25,434.37,427.12,431.21,3635300
2013-08-20,432.55,434.43,430.16,431.09,2475100
2013-08-21,433.7,436.82,431.63,433.04,3527700
2013-08-22,434.72,435.74,433.5,435.22,1746200
2013-08-23,437.28,437.36,433.25,433.48,2162200
2013-08-26,433.38,435.82,431.41,431.58,2112800
2013-08-27,428.2,430.25,422.37,423.49,3481100
2013-08-28,423.54,426.11,422.3,422.69,2669700
2013-08-29,422.95,428.58,422.71,426.12,2968000
2013-08-30,426.28,427.42,421.2,421.87,3737100
2013-09-03,425.58,431.48,425.38,428.58,4110400
2013-09-04,428.57,435.12,425.99,434.19,4097600
2013-09-05,435.12,438.3,434.18,438.14,2592100
2013-09-06,439.57,440.24,435.24,438.15,3134800
2013-09-09,440.21,443.21,439.56,442.37,2478300
2013-09-10,443.35,444.33,440.35,442.68,2584700
2013-09-11,442.61,446.81,441.39,446.42,3233200
2013-09-12,447.02,447.27,443.34,444.86,2199100
2013-09-13,445.58,446.17,440.77,442.88,2660600
2013-09-16,446.43,446.83,440.78,442.22,2682900
2013-09-17,442.05,442.54,438.86,441.4,2528200
2013-09-18,441.52,450.3,439.89,449.98,3883800
2013-09-19,451.3,451.3,446.03,447.52,3207600
2013-09-20,447.52,450.38,446.14,449.87,8723000
2013-09-23,446.4,449.11,440.95,441.59,3568000
2013-09-24,441.59,443.39,439.05,441.76,2984600
2013-09-25,441.62,441.62,436.17,436.98,3310200
2013-09-26,437.51,439.73,435.87,437.45,2529200
2013-09-27,435.78,437.12,434.03,436.56,2527000
2013-09-30,432.92,438.78,432.53,436.32,3457600
2013-10-01,438.48,442.18,438.38,441.84,3382100
2013-10-02,439.72,443.02,437.27,442.34,3001700
2013-10-03,442.34,445.38,434.42,436.41,4249800
2013-10-04,435.87,437.12,433.38,434.55,2726100
2013-10-07,432.11,435.36,430.44,431.25,2596800
2013-10-08,431.04,431.37,424.22,425.24,3901800
2013-10-09,426.54,429.71,419.92,426.33,5322400
2013-10-10,430.31,432.79,428.5,432.5,4527400
2013-10-11,431.4,435.11,431.03,434.37,2828300
2013-10-14,431.71,436.49,431.08,436.42,2496400
2013-10-15,436.24,441.16,435.37,439.36,3195600
2013-10-16,441.28,447.49,440.35,447.34,4030200
2013-10-17,444.83,446.78,441.21,442.74,8545000
2013-10-18,486.47,505.83,485.18,503.82,23219400
2013-10-21,503.84,507.6,497.91,499.78,7283700
2013-10-22,500.62,504.61,496.04,501.62,4433700
2013-10-23,498.63,515.44,498.45,513.78,5346300
2013-10-24,514.01,518.34,510.49,510.86,4199700
2013-10-25,512.49,512.49,503.48,505.7,4076100
2013-10-28,505.7,509.8,504.6,505.6,2326000
2013-10-29,507.65,516.53,504.86,516.18,3222000
2013-10-30,516.78,516.82,511.08,513.29,2658000
2013-10-31,512.54,518.82,510.07,513.37,3292200
2013-11-01,513.97,516.07,510.64,511.6,2576100
2013-11-04,513.82,514.26,509.11,511.14,2286000
2013-11-05,508.27,513.9,506.81,508.85,2371500
2013-11-06,510.89,511.58,505.79,509.47,1832600
2013-11-07,509.4,510.05,501.94,502.09,3371700
2013-11-08,502.49,507.35,502.37,506.12,2591100
2013-11-11,502.87,506.07,502.12,503.41,2233500
2013-11-12,501.97,506.88,500.62,504.0,2445200
2013-11-13,501.5,514.5,501.37,514.31,3170500
2013-11-14,515.03,517.93,513.25,515.68,2342100
2013-11-15,515.5,517.06,513.23,514.85,2562100
2013-11-18,515.94,522.41,512.7,513.85,3532500
2013-11-19,513.93,515.44,509.61,510.68,2271600
2013-11-20,513.05,514.75,508.27,509.25,1934500
2013-11-21,511.58,517.22,511.08,515.1,2191700
2013-11-22,514.78,516.15,512.69,514.02,2517700
2013-11-25,516.64,524.63,515.58,521.01,3238000
2013-11-26,522.34,528.77,519.52,527.23,4589600
2013-11-27,529.03,532.01,528.02,529.57,2255500
2013-11-29,529.1,531.32,527.75,527.82,2394400
2013-12-02,529.77,531.18,523.42,525.27,2756600
2013-12-03,523.51,529.73,522.55,524.67,3364700
2013-12-04,523.72,530.0,523.04,527.11,2392000
2013-12-05,526.63,527.85,523.58,526.7,2275800
2013-12-06,532.9,533.0,528.06,532.94,2868200
2013-12-09,533.5,539.13,532.02,537.06,2976200
2013-12-10,536.07,544.12,535.82,540.3,3721600
2013-12-11,541.67,543.62,535.58,536.63,3436400
2013-12-12,537.77,539.45,532.5,532.98,3204800
2013-12-13,535.69,536.14,526.97,528.42,4340900
2013-12-16,530.01,535.34,529.02,534.49,3216000
2013-12-17,534.41,538.36,532.2,532.93,3082800
2013-12-18,533.92,540.45,527.54,540.35,4437100
2013-12-19,538.37,543.96,537.53,541.08,3343800
2013-12-20,542.12,548.53,541.97,548.26,6547600
2013-12-23,551.85,555.82,550.5,555.47,3456000
2013-12-24,555.4,555.54,551.98,553.85,1473800
2013-12-26,554.92,557.41,552.27,556.64,2685500
2013-12-27,557.91,558.05,554.39,557.11,3151100
2013-12-30,558.08,558.16,552.44,552.66,2481300
2013-12-31,554.04,558.41,551.06,558.26,2725900
2014-01-02,555.65,556.79,552.06,554.48,3656400
2014-01-03,555.42,556.38,550.4,550.43,3345800
2014-01-06,554.43,557.34,551.15,556.57,3551800
2014-01-07,560.4,567.72,558.49,567.3,5124300
2014-01-08,570.86,571.52,564.53,568.49,4501700
2014-01-09,569.59,569.97,560.68,563.01,4184500
2014-01-10,567.41,567.41,559.03,562.98,4302900
2014-01-13,561.13,571.31,556.5,559.4,4855800
2014-01-14,566.85,573.35,561.94,572.55,4983700
2014-01-15,574.34,575.34,569.76,572.17,3915000
2014-01-16,572.4,576.8,571.86,575.95,3380300
2014-01-17,576.27,578.15,569.96,573.12,5422800
2014-01-21,578.3,579.83,573.5,579.68,3974500
2014-01-22,581.13,581.76,577.27,580.33,3154500
2014-01-23,577.83,579.07,575.03,577.88,3912700
